Paper_ID,Citation_Type,Cited_PaperId,Year,Title
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,d0bf7175f44f13438b0f669b4ad62eb2cb1d3f7f,2006,Process parameter shifting: Part II. Biphasic cultivation—A tool for enhancing the volumetric productivity of batch processes using Epo‐Fc expressing CHO cells
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,ff24f5f12f2c97519f09cc01060bb164d14c0c3c,2006,The effect of dissolved oxygen on the production and the glycosylation profile of recombinant human erythropoietin produced from CHO cells
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,66501bd2a33f0f6fe9c5b6eb23d244e49d7db650,2006,Effects of elevated ammonium on glycosylation gene expression in CHO cells.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,ac810ff244696ba15619789b0a0ca5ab3f58f4bd,2005,CERA (Continuous Erythropoietin Receptor Activator): a new erythropoiesis-stimulating agent for the treatment of anemia.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,ca2211ca074d7a98bde191b71b82b9779b9df438,2005,Expression of heterologous proteins in Pichia pastoris: a useful experimental tool in protein engineering and production
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,71cc605bdaf19b11a69cf1fc4f71c4e377ced6db,2005,Improvement of Fc-erythropoietin structure and pharmacokinetics by modification at a disulfide bond.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,cf251910f2284fc6308cc34da88766661b89b729,2005,Effect of culture pH on erythropoietin production by Chinese hamster ovary cells grown in suspension at 32.5 and 37.0 degrees C.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,f3574769a93d52de3b57119464cdafd5b527612c,2004,Production of recombinant protein therapeutics in cultivated mammalian cells
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,bdfabfcc6e58e9e990419f61b03767bd9e1c1bb4,2003,"Effect of low culture temperature on specific productivity, transcription level, and heterogeneity of erythropoietin in Chinese hamster ovary cells."
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,3c16e82385c4e8e58b501dbd7eacb6799fe0446a,2003,Relationships between the N‐glycan structures and biological activities of recombinant human erythropoietins produced using different culture conditions and purification procedures
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,c242ce48d446c970a07984548a4cfa4500d05d0a,2003,Enhancement of therapeutic protein in vivo activities through glycoengineering
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,f4427e81f4a1031cb9f8bfa8a7882822057d62e1,2003,Design and Chemical Synthesis of a Homogeneous Polymer-Modified Erythropoiesis Protein
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,bd95253714ae934aa18ae2301ecbbe25561aae31,2002,Industrial processes with animal cells
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,8f61e35b5fb5f3bd4fa9359dcfa6554a1e689472,2002,Expression of recombinant cytoplasmic yeast pyruvate carboxylase for the improvement of the production of human erythropoietin by recombinant BHK-21 cells.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,9bd1d35e489e7eb1be26ea6a4565c9def218e8be,2002,Erythropoietin production from CHO cells grown by continuous culture in a fluidized-bed bioreactor.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,b66b06d73d7ac295f92a75d26e1384e8d5ad0448,2001,Sugar profiling proves that human serum erythropoietin differs from recombinant human erythropoietin.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,4ffbc4fe6a8d0d5c7f85835e4ca3674f63d1e752,2001,Effect of Sodium Butyrate on Glycosylation of Recombinant Erythropoietin
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,a1e10d862608da723b5ab3175f8e475b3d05cbad,2001,Development and characterization of novel erythropoiesis stimulating protein (NESP)
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,5970aed3613c7e61b0b4796b801d88cfbbaddd3d,2000,"Effects of ammonia on CHO cell growth, erythropoietin production, and glycosylation."
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,3c1e2ee21320f919b38d215f32175070ca1e10d1,1999,Pharmacokinetics of novel erythropoiesis stimulating protein compared with epoetin alfa in dialysis patients.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,b0384692c589adfd602aa7fd3157a38ac3ee076b,1999,Engineering Chinese hamster ovary cells to maximize sialic acid content of recombinant glycoproteins
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,d1515def0ed190f52ded1753bef4cca468ec60c3,1999,An Erythropoietin Fusion Protein Comprised of Identical Repeating Domains Exhibits Enhanced Biological Properties*
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,b5109bec113c173dffcfc5eed7efe44412bafc3f,1998,"Stable expression of human alpha-2,6-sialyltransferase in Chinese hamster ovary cells: functional consequences for human erythropoietin expression and bioactivity."
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,0caf9b97fbbaee7b3e615cbbcf2b1643ca8f978d,1998,Human erythropoietin dimers with markedly enhanced in vivo activity.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,2e0bed530538f2304cdb185cd661e99ecf3978ae,1998,The safety of treatment with recombinant human erythropoietin in clinical use: a review of controlled studies.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,8a51850ce5fe2ac0785d42345fb21725068d565f,1997,Use of recombinant human erythropoietin outside the setting of uremia.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,7d04d61f0dcddd46561c36d01294f115804aaa9a,1997,Secretory production of erythropoietin and the extracellular domain of the erythropoietin receptor by Bacillus brevis: affinity purification and characterization.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,2923229da3ad6c9850992c6624adc746ba1f6a47,1992,Role of glycosylation on the secretion and biological activity of erythropoietin.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,dc94cd376437cd8aaee73b379d1806782f6a727a,1991,The importance of N- and O-linked oligosaccharides for the biosynthesis and in vitro and in vivo biologic activities of erythropoietin.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,2232ed403a04bc2265e77055f2b9da561b105cde,1988,Comparative study of the asparagine-linked sugar chains of human erythropoietins purified from urine and the culture medium of recombinant Chinese hamster ovary cells.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,2c5b5ee08ea20bb43dd32340606a924cf6196525,1987,Carbohydrate structure of erythropoietin expressed in Chinese hamster ovary cells by a human erythropoietin cDNA.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,8c41c715d4c8562abbd2d3fcfd128b103521fcd8,1986,Structural characterization of human erythropoietin.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,b5f206811bca38db85a238ff702100d006b74200,1985,Cloning and expression of the human erythropoietin gene.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,467aa32f88f11306d440f85214d382e1cdc6015b,1984,Cloning and expression of human erythropoietin cDNA in Escherichia coli.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,39e99672a545fda3485e71d39cd595572cc2b570,1971,The role of sialic acid in determining the survival of glycoproteins in the circulation.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,,2012,Approves new anemia drug. The New York Times
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,,2012,F.D.A. Approves new anemia drug
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,c3b4d764a5f0a28d196ce8278571bcc354d0482c,2012,Expression Systems for the Production of Recombinant Pharmaceuticals
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,e2fba7d2e6e11620c1113328cd3988cf2f26a8df,2012,Optimization of erythropoietin production with controlled glycosylation-PEGylated erythropoietin produced in glycoengineered Pichia pastoris.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,,2012,FDA backs Affymax and Takeda drug Omontys for anemia due to CKD. The pharma letter
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,,2011,FDA drug safety communication: modified dosing recommendations to improve the safe use of Erythropoiesis-Stimulating Agents (ESAs) in chronic kidney disease
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,,2011,"INN for biological and biotechnological substances (a review), INN Working Document 05.179. World Health Organization Anonymous (2011b) Top 30 biologics 2010"
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,,2011,Method for purifying erythropoietin no. 12996203; filed on 2009-05-28
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,bcfc90a92dced6ddc77735f14645dfd6efbd803f,2008,Sodium butyrate alters erythropoietin glycosylation via multiple mechanisms
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,,2008,"Supplemental request for comments: Submission by Hospira, Inc., emerging health care competition and consumer issues comment"
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,,2007,Information for healthcare professionals: erythropoiesis stimulating agents (ESA
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,1fcd7a030fa9b25005de38aef01a1e2a7d58baeb,2005,Modulation of the Glycosylation Repertoire of a Recombinant Human EPO Expressing Model Cell Line Under Different Culture Conditions
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,f98d1f4842bbaf65822e6a3cfb38e6504c5d7e4a,2005,"Impact of dynamic online fed-batch strategies on metabolism, productivity and N-glycosylation quality in CHO cell cultures."
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,648ef16293d56ad85ceff9e6864fa0460ba3e516,2004,Effect of Simultaneous Application of Stressful Culture Conditions on Specific Productivity and Heterogeneity of Erythropoietin in Chinese Hamster Ovary Cells
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,,2003,Erythropoietin: physiology and pharmacology update
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,21c7320f8512c16b4d903b0b95970ad443e59eba,2002,Effects of Ammonia and Glucosamine on the Heterogeneity of Erythropoietin Glycoforms
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,d67e32424487f8501397cda4a52729c9432ff8cb,2000,Effect of Ammonia on the Glycosylation of Human Recombinant Erythropoietin in Culture
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,,1999,Erythropoietin isoforms no. 334882; filed on 1994-11-03
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,b26867bc584a5ceddf0230b83a9ac205ff3a0969,1997,Glycosylation: heterogeneity and the 3D structure of proteins.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,d52e6aa5d56538507f96f86e74147e8ab7862209,1996,Failure of human immunoresponse to N-glycolylneuraminic acid epitope contained in recombinant human erythropoietin.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,13146abc0b68ded28326ea92cf8a6a9c6d2c5658,1989,Survival of recombinant erythropoietin in the circulation: the role of carbohydrates.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,bb64b01c6eab404fb01dc12bcc91468ccce3f06c,1985,Isolation and characterization of genomic and cDNA clones of human erythropoietin
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,aa88734ed7f8cb4bb96a5028acc630dc236398ad,1972,Purification of human erythropoietin.
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,1cd92cab5de603894ed563b42f7afdc25349f72f,,Supplement To: the Genomic Sequence of the Chinese Hamster Ovary (cho)-k1 Cell Line
1aaa70f955841f3eb70d928964e388d66ba1197d,Backward,,,Biochim Biophys Acta
39e3592c326ea31b3971ee0161b64a087d6c551e,Forward,71d5d4e9efbbccb330e8b8c02e951ee8f9c68d62,2022,"Trypsin Inhibitor Isolated From Glycine max (Soya Bean) Extraction, Purification, and Characterization"
39e3592c326ea31b3971ee0161b64a087d6c551e,Forward,395c7a8c4f1dd4b8913b37c0530eafb9c0346bc6,2014,Endonuclease com incompatibilidade heteroduplex para detectar mutação e variações genéticas de inibidores da tripsina em soja
39e3592c326ea31b3971ee0161b64a087d6c551e,Forward,7543a10fbbe2acc62d9da671e2045807691b877b,2013,Kunitz trypsin inhibitor polymorphism in the Korean wild soybean (Glycine soja Sieb. & Zucc.)
39e3592c326ea31b3971ee0161b64a087d6c551e,Forward,10b0f2fa90a096dfdea9fe3b53c96ae2141389e4,2013,Crystal Structures of a Plant Trypsin Inhibitor from Enterolobium contortisiliquum (EcTI) and of Its Complex with Bovine Trypsin
39e3592c326ea31b3971ee0161b64a087d6c551e,Forward,e1ee53c174cdd9d16f527f39f342b09a705cf1f1,2012,NanoUPLC-MSE proteomic data assessment of soybean seeds using the Uniprot database
39e3592c326ea31b3971ee0161b64a087d6c551e,Forward,87eaebbe94c4141236fbfc44cda5c7198e37ada1,2012,Applications of Zymography (Substrate-SDS-PAGE) for Peptidase Screening in a Post-Genomic Era
39e3592c326ea31b3971ee0161b64a087d6c551e,Forward,55e102deb62f4dd9130beab3878279b3be717e9d,2014,Endonuclease heteroduplex mismatch cleavage for detecting mutation genetic variation of trypsin inhibitors in soybean
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,2dbd546dacb8210a9084be6b060d7ad5c2cff1b8,2010,Identification of Kunitz trypsin inhibitor mutations using SNAP markers in soybean mutant lines
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,4187401be60eb3c08364c435cf4d1d5c78ce2305,2008,Allelic differentiation of Kunitz trypsin inhibitor in wild soybean (Glycine soja)
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,96fbb5f5cc63e726f95dd4f8293117128a92b73b,2006,Characterization of storage proteins in wild (Glycine soja) and cultivated (Glycine max) soybean seeds using proteomic analysis.
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,eff5e7ae3249ad86d63c479da03c4fc201f7fd83,2004,Stability of the allergenic soybean Kunitz trypsin inhibitor.
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,de457df5c5aa1bcb1bad2e932f9a4ef31f4fdb6d,2004,Nano-scale proteomics approach using two-dimensional fibrin zymography combined with fluorescent SYPRO ruby dye.
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,940eea44ed236e4fa7a3b246d6024440848dc755,2003,Reaction of lentil trypsin-chymotrypsin inhibitors with human and bovine proteinases.
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,87284d8823fea1af95ec88aeced1567c4d019412,2002,"Oligomerization status, with the monomer as active species, defines catalytic efficiency of UDP-glucose pyrophosphorylase."
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,42f21aa24fa4e92c5f0605eb04eec6f39639f588,2002,Nutritional significance of lectins and enzyme inhibitors from legumes.
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,d47a5e6e794f08729650126e55cc2c49fa46725f,2001,Characterization of a soybean [Glycine max (L.) Merr.] mutant with reduced levels of Kunitz trypsin inhibitor
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,010da57364d2eba67d3a58cfdcbebc95af67399a,2000,Seed storage protein composition of non-nodulating soybean (Glycine max (L.) Merr.) and its influence on protein quality.
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,32c4d4583ba1c2e8e7ee898ae641eb7a52dc4a97,2000,The current state of two‐dimensional electrophoresis with immobilized pH gradients
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,4acbfc6667c3d87fc3fbf81b8e6450e76d16fee7,1999,One‐Dimensional Electrophoresis Using Nondenaturing Conditions
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,e76c48beac3ea7bdb65b0f8dbd546ece49a20fb8,1998,Fibrin zymography: a direct analysis of fibrinolytic enzymes on gels.
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,81b3c524bb813cdaeb50cbba3e89670ffffd2dae,1996,Current Protocols in Protein Science
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,bad7f5b5eca29b7be25cededbe8e886d85cfbf48,1988,Surface amino acids as sites of temperature-sensitive folding mutations in the P22 tailspike protein.
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,855a9eb7593a08bd26e20f0fe1e494f1f0d3287b,1985,"Comparative study on amino acid sequences of Kunitz-type soybean trypsin inhibitors, Tia, Tib, and Tic."
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,e73c6b8c050df55cc96a401b14fbd951af8e8ddc,1973,Electrophoretic Analysis of SBTI‐A2 in the USDA Soybean Germplasm Collection1
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,ad3b39579b4d3f83cc92cad7ee805a422735cc9b,1969,Genetic Differences in Soybean Trypsin Inhibitors Separated by Disc Electrophoresis 1
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,f412aaa927dd832c61a524b8f211f8eb66f6ea4f,1961,Purification and some properties of a highly active inhibitor of trypsin and α-chymotrypsin from soybeans
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,e71006b95b95623cfb80083718b39c714780c221,1946,Differentiation of Soy Bean Antitryptic Factors
39e3592c326ea31b3971ee0161b64a087d6c551e,Backward,7895cf2ab32440fe02952e7fa088776bf2505b58,1945,CRYSTALLIZATION OF A TRYPSIN INHIBITOR FROM SOYBEAN.
