Paper_Doi,Citation_Type,Cited_Doi,Year,Title
10.1016/j.fsigen.2017.12.011,Backward,10.1159/000159608,2008.0,Streptococcus mutans and Streptococcus sanguinis Colonization Correlated with Caries Experience in Children
10.1016/j.fsigen.2017.12.011,Backward,10.1111/j.1556-4029.2008.00814.x,2008.0,Applicability of Two Commercially Available Kits for Forensic Identification of Saliva Stains
10.1016/j.fsigen.2017.12.011,Backward,10.1099/jmm.0.47649-0,2008.0,Periodontitis is associated with a loss of colonization by Streptococcus sanguinis.
10.1016/j.fsigen.2017.12.011,Backward,10.1111/j.1556-4029.2008.00666.x,2008.0,Direct STR Amplification from Whole Blood and Blood‐ or Saliva‐Spotted FTA® without DNA Purification *
10.1016/j.fsigen.2017.12.011,Backward,10.1111/j.1556-4029.2007.00550.x,2007.0,mRNA Profiling for Body Fluid Identification by Multiplex Quantitative RT‐PCR *
10.1016/j.fsigen.2017.12.011,Backward,10.21101/CEJPH.A3431,2007.0,Influence of tobacco use in dental caries development.
10.1016/j.fsigen.2017.12.011,Backward,10.1016/J.CCA.2007.01.019,2007.0,"A novel buffer system, AnyDirect, can improve polymerase chain reaction from whole blood without DNA isolation."
10.1016/j.fsigen.2017.12.011,Backward,10.1111/J.1399-302X.2007.00291.X,2007.0,Effect of a chronic nail-biting habit on the oral carriage of Enterobacteriaceae.
10.1016/j.fsigen.2017.12.011,Backward,10.1128/JCM.43.11.5721-5732.2005,2005.0,Defining the Normal Bacterial Flora of the Oral Cavity
10.1016/j.fsigen.2017.12.011,Backward,10.1016/J.FORSCIINT.2005.02.020,2005.0,Multiplex mRNA profiling for the identification of body fluids.
10.1016/j.fsigen.2017.12.011,Backward,10.1016/J.ARCHORALBIO.2004.12.002,2005.0,Inhibitory effect of garlic extract on oral bacteria.
10.1016/j.fsigen.2017.12.011,Backward,10.1520/JFS2004417,2005.0,An ELISA method for the identification of salivary amylase.
10.1016/j.fsigen.2017.12.011,Backward,10.1016/J.DIAGMICROBIO.2003.10.002,2004.0,PCR detection and identification of oral streptococci in saliva samples using gtf genes.
10.1016/j.fsigen.2017.12.011,Backward,10.1258/0004563001899726,2000.0,Direct polymerase chain reaction from whole blood without DNA isolation
10.1016/j.fsigen.2017.12.011,Backward,10.1016/0379-0738(91)90130-B,1991.0,Identification of saliva stains by determination of the specific activity of amylase.
10.1016/j.fsigen.2017.12.011,Backward,10.1093/NAR/18.19.5908,1990.0,"Direct PCR from whole blood, without DNA extraction."
10.1016/j.fsigen.2017.12.011,Backward,10.1520/JFS12272J,1986.0,Amylase levels in semen and saliva stains.
10.1016/j.fsigen.2017.12.011,Backward,10.1016/S0015-7368(83)72222-X,1983.0,The preliminary evaluation of a commercial test kit in the identification of saliva.
10.1016/j.fsigen.2017.12.011,Backward,10.1016/S0015-7368(74)70923-9,1974.0,An improved test for the detection of salivary amylase in stains.
10.1016/j.fsigen.2017.12.011,Backward,10.1007/s00414-011-0569-2,2011.0,Potential forensic application of DNA methylation profiling to body fluid identification
10.1016/j.legalmed.2018.01.005,Forward,10.1002/elps.8132,2025.0,A SNaPshot Assay for Epigenetic Age Prediction of Costal Cartilage.
10.1016/j.legalmed.2018.01.005,Forward,10.1016/j.forsciint.2025.112409,2025.0,Reproducibility and validation of a targeted and flexible epigenetic clock for forensic applications.
10.1016/j.legalmed.2018.01.005,Forward,10.1016/j.fsigen.2025.103243,2025.0,DNA methylation-based semen age prediction using the markers identified in Koreans and Europeans.
10.1016/j.legalmed.2018.01.005,Forward,10.1002/elps.202400190,2025.0,A Ge.F.I. Collaborative Study: Evaluating Reproducibility and Accuracy of a DNA-Methylation-Based Age-Predictive Assay for Routine Implementation in Forensic Casework.
10.1016/j.legalmed.2018.01.005,Forward,10.1016/j.fsigen.2024.103215,2024.0,DNA methylation-based age estimation from semen: Genome-wide marker identification and model development.
10.1016/j.legalmed.2018.01.005,Forward,10.1002/elps.202400054,2024.0,A semen-specific deoxyribonucleic acid methylation model for epigenetic age estimation and its robustness under environmental challenges.
10.1016/j.legalmed.2018.01.005,Forward,10.3390/ijms25094917,2024.0,Uncovering Forensic Evidence: A Path to Age Estimation through DNA Methylation
10.1016/j.legalmed.2018.01.005,Forward,10.3390/ijms25084230,2024.0,"Loss of the Y Chromosome: A Review of Molecular Mechanisms, Age Inference, and Implications for Men’s Health"
10.1016/j.legalmed.2018.01.005,Forward,10.1002/elps.202300185,2024.0,Strategies to deal with genetic analyzer‐specific DNA methylation measurements
10.1016/j.legalmed.2018.01.005,Forward,10.2217/epi-2023-0307,2023.0,Age-related changes in sperm DNA methylation and their forensic and clinical implications.
10.1016/j.legalmed.2018.01.005,Forward,10.1093/fsr/owad021,2023.0,"Prediction of chronological age and its applications in forensic casework: methods, current practices, and future perspectives"
10.1016/j.legalmed.2018.01.005,Forward,10.1007/s13258-023-01392-8,2023.0,Getting the chronological age out of DNA: using insights of age-dependent DNA methylation for forensic DNA applications
10.1016/j.legalmed.2018.01.005,Forward,10.1016/j.fsigen.2023.102870,2023.0,"Recent advances in Forensic DNA Phenotyping of appearance, ancestry and age."
10.1016/j.legalmed.2018.01.005,Forward,10.1002/elps.202200250,2023.0,DNA methylation‐based age prediction with bloodstains using pyrosequencing and random forest regression
10.1016/j.legalmed.2018.01.005,Forward,10.3390/forensicsci2030044,2022.0,Challenges and (Un)Certainties for DNAm Age Estimation in Future
10.1016/j.legalmed.2018.01.005,Forward,10.1016/j.fsigen.2022.102770,2022.0,Epigenetic age estimation in saliva and in buccal cells.
10.1016/j.legalmed.2018.01.005,Forward,10.47612/1999-9127-2021-31-62-71,2021.0,DETERMINATION OF HUMAN AGE BASED ON THE ANALYSIS OF THE STATUS OF CpG SITES METHYLATION IN SPERM DNA
10.1016/j.legalmed.2018.01.005,Forward,10.1016/j.fsigen.2021.102656,2021.0,A collaborative exercise on DNA methylation-based age prediction and body fluid typing.
10.1016/j.legalmed.2018.01.005,Forward,10.1134/S1022795421120097,2021.0,Determination of Human Chronological Age from Biological Samples Based on the Analysis of Methylation of CpG Dinucleotides
10.1016/j.legalmed.2018.01.005,Forward,10.1016/j.fsigen.2021.102596,2021.0,Development and inter-laboratory validation of the VISAGE enhanced tool for age estimation from semen using quantitative DNA methylation analysis.
10.1016/j.legalmed.2018.01.005,Forward,10.18632/aging.203399,2021.0,Epigenetic age prediction in semen – marker selection and model development
10.1016/j.legalmed.2018.01.005,Forward,10.1007/s00194-021-00490-9,2021.0,Molecular methods for age estimation
10.1016/j.legalmed.2018.01.005,Forward,10.1007/s00414-021-02552-9,2021.0,Development of a multiplex methylation-sensitive restriction enzyme-based SNP typing system for deconvolution of semen-containing mixtures
10.1016/j.legalmed.2018.01.005,Forward,10.1186/s41935-020-00214-2,2020.0,Age estimation using DNA methylation technique in forensics: a systematic review
10.1016/j.legalmed.2018.01.005,Forward,10.1016/j.reprotox.2020.06.004,2020.0,Serum Dioxin Levels and Sperm DNA Methylation Age: Findings in Vietnam War Veterans Exposed to Agent Orange.
10.1016/j.legalmed.2018.01.005,Forward,10.1016/j.fsigen.2020.102261,2020.0,Epigenetic age signatures in bones.
10.1016/j.legalmed.2018.01.005,Forward,10.1080/20961790.2019.1642567,2019.0,Estimation of the age of human semen stains by attenuated total reflection Fourier transform infrared spectroscopy: a preliminary study
10.1016/j.legalmed.2018.01.005,Forward,10.1007/s10916-019-1401-7,2019.0,Age Prediction Based on Brain MRI Image: A Survey
10.1016/j.legalmed.2018.01.005,Forward,10.1016/j.fsigen.2018.10.005,2019.0,Platform-independent models for age prediction using DNA methylation data.
10.1016/j.legalmed.2018.01.005,Forward,10.1021/acs.analchem.8b05318,2018.0,Forensic DNA Analysis.
10.1016/j.legalmed.2018.01.005,Forward,10.1002/evan.21745,2018.0,Epigenetic Clocks
10.1016/j.legalmed.2018.01.005,Forward,,2020.0,DNA Methylation Analysis for Tissue and Age Determination for Forensic Human Identification
10.1016/j.legalmed.2018.01.005,Backward,10.1016/j.fsigen.2017.04.006,2017.0,DNA methylation-based age prediction from saliva: High age predictability by combination of 7 CpG markers.
10.1016/j.legalmed.2018.01.005,Backward,10.5483/BMBRep.2016.49.7.070,2016.0,Forensic DNA methylation profiling from evidence material for investigative leads
10.1016/j.legalmed.2018.01.005,Backward,10.1016/j.fsigen.2016.03.005,2016.0,Identification and evaluation of age-correlated DNA methylation markers for forensic use.
10.1016/j.legalmed.2018.01.005,Backward,10.5806/AST.2016.29.1.43,2016.0,Sensitivity study of the Yfiler ® PLUS PCR Amplification Kit in forensic casework samples
10.1016/j.legalmed.2018.01.005,Backward,10.1038/srep17788,2015.0,A novel strategy for forensic age prediction by DNA methylation and support vector regression model
10.1016/j.legalmed.2018.01.005,Backward,10.1016/j.fsigen.2015.05.014,2015.0,Epigenetic age signatures in the forensically relevant body fluid of semen: a preliminary study.
10.1016/j.legalmed.2018.01.005,Backward,10.1016/j.fsigen.2015.02.003,2015.0,Forensic DNA Phenotyping: Predicting human appearance from crime scene material for investigative purposes.
