ID_B,ID_B_Org,ID_Project_Unique,ID_Paper,Year,Year_Perf,Department,Title,DOI,Sem_URL,Journal,Journal_Link,H_Index,Search_Scope,Project_Scope,Project_Scope_Nom,Project_Scope_Avg,Scope_All,Scope_Top_Raw,Scope_Top,Scope_Tree,Exploration,Abstract,Paper_Contribution,Paper_Org_Raw,Paper_Org_ENG,Paper_Org_KR,Paper_Org_Net,Authors,Authors_Nom,Authors_Count,Perf_Time,GDC_Paper,Num_External_Tie_Paper,Avg_Num_External_Tie_Paper,Central_1,Central_5,Central_10,Total_Funding,Gov_Funding,Period_Start,Period_End,Period,Num_Researchers,Ind_Sci_Tech,Industry_6T,RD_Stage,Eco_Soc_Purpose,Project_Net,Project_Net_Type,Num_Organizations,Num_Large_Firm,Num_Medium_Firm,Num_Small_Firm,Num_Univ,Num_RI,Num_Others,Net_Diversity,Net_Stability_Ind,Net_Stability_Org,Net_Incon_Unique,Net_Incon,Net_Incon_Paper,HHI,HHI_Reverse,GDC,Num_External_Ties,Avg_Num_External_Ties,Avg_Blau_Partner,Density_by_Year,Density_Ind,Density_Sci,Density_Ego,Num_Papers,Num_SCI_Papers,Num_Non_SCI_Papers,Num_Patents,Num_Applications,Num_Registrations,Num_Domestic_Patents,Num_Domestic_Applications,Num_Domestic_Registrations,Num_Foreign_Patents,Num_Foreign_Applications,Num_Foreign_Registrations,Num_Perf,SCI_YN,Joint_or_Contract,Project_Phase,Citation_Count,Citation_Weighted,Influential_Citation_Count,Inf_Citation_Weighted
186,201107444020305A,1415124013,2883,2012,2016,22,Establishment of embryogenic cultures and determination of their bioactive properties in Rosa rugosa,10.1007/s13580-016-0012-1,https://www.semanticscholar.org/paper/Establishment-of-embryogenic-cultures-and-of-their-Jang-Lee/642848e31c1a7bc5f10cbeddd86ebd7dd4e8ed65,HORTICULTURE ENVIRONMENT AND BIOTECHNOLOGY,https://www.scimagojr.com/journalsearch.php?q=21100207006&tip=sid&clean=0,40,2,2,0.117647059,2,"Agricultural and Biological Sciences; Horticulture; Plant Science; Biochemistry, Genetics and Molecular Biology; Biotechnology","Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Biochemistry Genetics and Molecular Biology; Agricultural and Biological Sciences,Horticulture; Plant Science; Biotechnology,2.22E-16,,100,"충북대학, 세종시농업기술센터",Chungbuk National University; Sejong City Agricultural Technique Center,"충북대학, 세종시농업기술센터",충북대학; 세종시농업기술센터,Hye-Rim Jang; H. Lee; Byung-Jun Park; Ok-Ja Pee; K. Paek; So-Young Park,"['hyerimjang', 'hlee', 'byungjunpark', 'okjapee', 'kpaek', 'soyoungpark']",6,4,0.113456464,43,21.5,0,1,1,1140000000,570000000,2012-08-01,2015-07-31,1094,8,10,2,3,7,"한국콜마, 충북대학","[1, 4]",2,1,0,0,1,0,0,0.5,0.5,0.25,0.5,0.4,0.5,0.91322314,0.08677686,0.003193961,22,11,0.422539244,0.001143385,0.001656497,0.002323214,0.008128514,2,2,0,1,1,0,0,0,0,1,1,0,3,1,1,1,6,1.211379108,0,0
160,201007442010305B,1415124166,2909,2012,2012,22,Effect of Salmonella Treatment on an Implanted Tumor (CT26) in a Mouse Model,10.1007/s12275-012-2090-9,https://www.semanticscholar.org/paper/1651ec12c4b01291356fff7c3a8e8391c1e7b6a8,JOURNAL OF MICROBIOLOGY,https://www.scimagojr.com/journalsearch.php?q=20250&tip=sid&clean=0,321,2,9,0.529411765,2,Agricultural and Biological Sciences; Insect Science; Immunology and Microbiology; Immunology; Microbiology; Virology,Agricultural and Biological Sciences; Immunology and Microbiology,Agricultural and Biological Sciences; Immunology and Microbiology,Insect Science; Immunology; Microbiology; Virology,0.744213259,,25,"전남대학, 전남대학, 전라남도천연자원연구원jinr",Chonnam National University Medical School; Chonnam National University; Jeollanamdo Institute of Natural Resources Research (JINR),"전남대학, 전남대학, 전라남도천연자원연구원(JINR)",전남대학; 전남대학; 전라남도천연자원연구원,M. Yun; SangO Pan; Sheng-nan Jiang; V. Nguyen; S. Park; C. Jung; Hyung-Seok Kim; J. Min; H. Choy; Yeongjin Hong,"['myun', 'sangopan', 'shengnanjiang', 'vnguyen', 'spark', 'cjung', 'hyungseokkim', 'jmin', 'hchoy', 'yeongjinhong']",10,0,0.100263852,38,19,0,1,1,1341800000,660000000,2005-05-01,2013-06-30,2982,7,7,2,3,4,"전남대학, 녹십자","[4, 1]",2,1,0,0,1,0,0,0.5,0.030684796,0.139832852,0.903225806,0.645833333,0.5,0.926035503,0.073964497,0.003774681,26,13,0.453696313,0.001143385,0.001656497,0.002323214,0.007597135,12,12,0,2,1,1,2,1,1,0,0,0,14,1,1,8,15,1.360769299,0,0
180,201107434590321A,1415124774,3035,2012,2012,22,Torque and Power Outputs on Different Subjects during Manual Wheelchair Propulsion under Different Conditions,10.3938/JKPS.60.540,https://www.semanticscholar.org/paper/eacdb52c27e8c769bf11b94f4a7dd36b28d83cb2,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,https://www.scimagojr.com/journalsearch.php?q=28637&tip=sid&clean=0,54,1,2,0.117647059,1,Physics and Astronomy; Physics and Astronomy (miscellaneous),Physics and Astronomy,Physics and Astronomy,Physics and Astronomy (miscellaneous),0.666666667,Manual wheelchair users are at a high risk of pain and injuries to the upper extremities due to mechanical inefficiency of wheelchair propulsion motion. The kinetic analysis of the upper extremities during manual wheelchair propulsion in various conditions needed to be investigated. We developed and calibrated a wheelchair dynamometer for measuring kinetic parameters during propulsion. We utilized the dynamometer to investigate and compare the propulsion torque and power values of experienced and novice users under four different conditions. Experienced wheelchair users generated lower torques with more power than novice users and reacted alertly and sensitively to changing conditions. We expect that these basic methods and results may help to quantitatively evaluate the mechanical efficiency of manual wheelchair propulsion.,50,연세대학미래캠퍼스,Yonsei University Mirae Campus,연세대학미래캠퍼스,연세대학,Seonhong Hwang; Seunghyeon Kim; Jongsang Son; Youngho Kim,"['seonhonghwang', 'seunghyeonkim', 'jongsangson', 'younghokim']",4,0,0.215789474,82,82,1,1,1,1529800000,1090000000,2008-12-01,2013-09-30,1764,45,7,2,3,7,"근로복지공단재활공학연구소, 코모텍, 코캄, 고려대학, 동국대학, 상윤산업, 연세대학, 이모션텍","[6, 3, 3, 4, 4, 3, 4, 3]",8,0,0,4,3,0,1,0.59375,0.473015873,0.361111111,0.5,0.333333333,0,0.407122032,0.592877968,0.02731764,188,23.5,0.410101231,0.001143385,0.001656497,0.002323214,0.00240475,3,3,0,6,4,2,6,4,2,0,0,0,9,1,1,5,2,0.181435907,0,0
184,201107434620321N,1415125306,3167,2012,2013,15,Measurements of Nuclear Track Etch Induction Time in Markrofol for Alpha Particles from a 252-Cf Source,10.3938/JKPS.63.1709,https://www.semanticscholar.org/paper/0b63dd05ab416a8d7498da4fb898039db9ea6583,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,https://www.scimagojr.com/journalsearch.php?q=28637&tip=sid&clean=0,54,1,2,0.117647059,1.5,Physics and Astronomy; Physics and Astronomy (miscellaneous),Physics and Astronomy,Physics and Astronomy,Physics and Astronomy (miscellaneous),1,"Makrofol DE1-4C detectors were exposed to fission fragments and alpha particles (of energy 0.5' MeV) from a 252Cf source in a vacuum chamber. The exposed detectors were etched in 6-N NaOH solution at 70 횂째C to measure etch induction times. An optical microscope was used to investigate various charged particle tracks and diameters in Makrofol detectors. The etch induction times for alpha-particle and fission-fragment tracks were obtained from the intersections of extrapolations of a graph of track diameters with time. The obtained results will be very useful in nuclear track studies, as well as nanotechnology fields.",100,"한국기술교육대학, 성균관대학삼성서울병원",Korea University of Technology and Education; Sungkyunkwan University,"한국기술교육대학, 성균관대학삼성서울병원",한국기술교육대학; 성균관대학,M. Ghergherehchi; X. Mu; J. Chai; Yoon-Sang Kim,"['mghergherehchi', 'xmu', 'jchai', 'yoonsangkim']",4,1,0.200527704,76,38,1,1,1,1735000000,1300000000,2012-12-01,2018-02-28,1915,50,7,2,1,4,"성균관대학, 아이엠테크놀러지, 알티엑스, 경북대학, 한국원자력의학원, 부산대학, 엔티리서치, 연세대학, 한국원자력연구원, 부산대학","[4, 3, 3, 4, 5, 4, 3, 4, 5, 4]",10,0,0,3,5,2,0,0.62,0.142857143,0.666666667,0.666666667,0.6,0.5,0.193017258,0.806982742,0.03749455,258,28.66666667,0.454877772,0.001143385,0.001656497,0.002323214,0.001917549,2,2,0,11,10,1,9,8,1,2,2,0,13,1,1,1,0,0,0,0
189,201107445040311A,1415125750,3253,2012,2012,22,Anti-inflammatory effects of spermidine in lipopolysaccharide-stimulated BV2 microglial cells,10.1186/1423-0127-19-31,https://www.semanticscholar.org/paper/71d1a0fa837b12e9d06356cce9183fb8eb3df734,JOURNAL OF BIOMEDICAL SCIENCE,https://www.scimagojr.com/journalsearch.php?q=24172&tip=sid&clean=0,166,3,7,0.411764706,3,"Biochemistry, Genetics and Molecular Biology; Biochemistry; Cell Biology; Clinical Biochemistry; Chemistry; Analytical Chemistry; Medicine; Medicine (miscellaneous)","Chemistry; Biochemistry, Genetics and Molecular Biology; Medicine",Chemistry; Biochemistry Genetics and Molecular Biology; Medicine,Biochemistry; Cell Biology; Clinical Biochemistry; Analytical Chemistry; Medicine (miscellaneous),0.786536939,,100,동의대학,Dong-Eui University,동의대학,동의대학,Yung-Hyun Choi; Hye-young Park,"['yunghyunchoi', 'hyeyoungpark']",2,0,0.010526316,4,4,0,0,0,1253500000,940000000,2011-09-01,2015-08-31,1460,36,7,2,3,4,"부산대학, 바이오포트코리아, KMG(거명), 덕산비앤에프, 동아대학, 동의대학, 부산대기술지주, 부산테크노파크, 아름티엔디, 조아제약, JMP바이오","[4, 3, 3, 3, 4, 4, 3, 6, 3, 3, 3]",11,0,0,7,3,0,1,0.512396694,0.17702192,0.180952381,0.333333333,0.181818182,0,0.375355357,0.624644643,0.013374037,92,8.363636364,0.478863397,0.001143385,0.001656497,0.002323214,0.003922223,7,7,0,2,2,0,2,2,0,0,0,0,9,1,1,2,118,10.70471849,1,0.090717953
159,201007442010304B,1415127555,3922,2012,2012,22,New indoles from the roots of Brassica rapa ssp campestris,10.1007/s10600-012-0221-5,https://www.semanticscholar.org/paper/458fdcf6d64a325f27bec0cdb9a71898d245f1f9,CHEMISTRY OF NATURAL COMPOUNDS,https://www.scimagojr.com/journalsearch.php?q=25815&tip=sid&clean=0,47,3,8,0.470588235,2.545454545,"Agricultural and Biological Sciences; Plant Science; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology (miscellaneous); Chemistry; Chemistry (miscellaneous)","Chemistry; Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Chemistry; Biochemistry Genetics and Molecular Biology; Agricultural and Biological Sciences,"Plant Science; Biochemistry, Genetics and Molecular Biology (miscellaneous); Chemistry (miscellaneous)",0.752469855,,100,"대구한의대학, 경희대학, 강화농업기술센터",Daegu Haany University; Kyung Hee University; Ganghwa Agricultural Research and Development Center,"대구한의대학, 경희대학, 강화농업기술센터",대구한의대학; 경희대학; 강화농업기술센터,Qian Wu; M. Bang; Dae-Young Lee; Jin-Gyeong Cho; Rak-Hun Jeong; S. Shrestha; Kyung-Tae Lee; Hae-Gon Chung; E. Ahn; N. Baek,"['qianwu', 'mbang', 'daeyounglee', 'jingyeongcho', 'rakhunjeong', 'sshrestha', 'kyungtaelee', 'haegonchung', 'eahn', 'nbaek']",10,0,0.119047619,45,15,0,1,1,1391720000,443400000,2007-07-01,2017-02-28,3530,4,7,2,3,7,"경희대학, 아모레퍼시픽","[4, 1]",2,1,0,0,1,0,0,0.5,0.038091378,0.313246753,0.882352941,0.571428571,0.666666667,0.717519239,0.282480761,0.006823461,47,23.5,0.453271274,0.001143385,0.001656497,0.002323214,0.004757933,11,11,0,2,1,1,2,1,1,0,0,0,13,1,1,6,11,0.997897486,0,0
159,201007442010304B,1415127926,3985,2012,2012,22,Rapid Selection of Polyphenol-rich Tea Trees (Camellia sinensis L.) Employing a Colorimetric Method,10.5109/25207,https://www.semanticscholar.org/paper/2d253c35547e67c90e73721237ef400f454730b0,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,https://www.scimagojr.com/journalsearch.php?q=31872&tip=sid&clean=0,21,2,7,0.411764706,2,"Agricultural and Biological Sciences; Agronomy and Crop Science; Biochemistry, Genetics and Molecular Biology; Biotechnology","Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Biochemistry Genetics and Molecular Biology; Agricultural and Biological Sciences,Agronomy and Crop Science; Biotechnology,0.77224652,"An efficient and rapid colorimetric method was established for the selection of tea tree lines rich in polyphenol from 160 tea tree lines. The efficient selection method was made possible by the adoption of the Folin-Ciocalteu (FC) colorimetric method for qualitative detection of the polyphenols. The polyphenol composition varied widely among the randomly sampled 160 tea tree lines. The tea tree lines were classified into three groups on the basis of color intensity obtained after treatment of tea extracts with FC reagent. The polyphenol content of the three groups was quantified and validated by UV spectrophotometric analysis. Among various tea lines, H-23 tea line exhibited the highest amounts of polyphenol that was 2.89-fold higher than those found in low polyphenol producing tea tree (H-9). Hence FC colorimetric method can become a reliable selection method for easy and rapid selection of tea population rich in polyphenol in a tea tree breeding programme.",50,"하동녹차연구소, 경상대학, 충남대학, 큐슈대학, 방갈로르대학, 산청한방약초연구소",Hadong Green Tea Institute; Gyeongsang National University; Chungnam National University; Kyushu University; Bangalore University; Sancheong Oriental Medicinal Herb Institute,"하동녹차연구소, 경상대학, 충남대학, 큐슈대학, 방갈로르대학, 산청한방약초연구소",하동녹차연구소; 경상대학; 충남대학; 큐슈대학; 방갈로르대학; 산청한방약초연구소,C. Heo; Yong Duck Kim; T. Oh; J. Min; J. Hwang; M. Jeong; H. Song; Hak-Gon Kim; S. Sim; M. Choi; C. Karigar; H. Moon; Seung-Joo Lee; Y. Shinogi,"['cheo', 'yongduckkim', 'toh', 'jmin', 'jhwang', 'mjeong', 'hsong', 'hakgonkim', 'ssim', 'mchoi', 'ckarigar', 'hmoon', 'seungjoolee', 'yshinogi']",14,0,0.168,63,10.5,0,1,2,2772720000,617000000,2008-07-01,2013-06-30,1825,71,6,2,3,6,"산청한방약초연구소, 자연애제약, 경남과학기술대학, 경상대학, 경상대학, 경상대학, 경상대학, 경성대학, 동의대학, 동의대학, 부산대학, 부산대학, 충남대학, 한국국제대학","[6, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",14,0,0,1,12,0,1,0.255102041,0.019387726,0.157596372,0.75,0.541666667,0.5,0.332197062,0.667802938,0.015404738,106,11.77777778,0.470847933,0.001143385,0.001656497,0.002323214,0.002913348,7,5,2,24,17,7,24,17,7,0,0,0,31,1,1,5,0,0,0,0
634,5.71E+22,1415129053,4027,2013,2013,22,Injectable extracellular matrix hydrogel developed using porcine articular cartilage,10.1016/j.ijpharm.2013.06,https://www.semanticscholar.org/paper/e8a60492286b8f0e5b0282f57240af5fa85af5f5,INTERNATIONAL JOURNAL OF PHARMACEUTICS,https://www.scimagojr.com/journalsearch.php?q=22454&tip=sid&clean=0,258,1,8,0.470588235,2.714285714,"Pharmacology, Toxicology and Pharmaceutics; Pharmaceutical Science","Pharmacology, Toxicology and Pharmaceutics",Pharmacology Toxicology and Pharmaceutics,Pharmaceutical Science,0.782240852,,33.33333333,"아주대학, 인하대학, 홍익대학, 아주대학, 리젠프라임","Ajou University School of Medicine; College of Medicine; Hongik University; Ajou University; RegenPrime Co., Ltd.","아주대학, 인하대학, 홍익대학, 아주대학, 리젠프라임",아주대학; 인하대학; 홍익대학; 아주대학; 리젠프라임,Jin Seon Kwon; So Mi Yoon; Sun Woo Shim; Ji Hoon Park; Kyung Jun Min; Hyun Ju Oh; J. H. Kim; Young Jick Kim; J. Yoon; B. Choi; M. Kim,"['jinseonkwon', 'somiyoon', 'sunwooshim', 'jihoonpark', 'kyungjunmin', 'hyunjuoh', 'jhkim', 'youngjickkim', 'jyoon', 'bchoi', 'mkim']",11,0,0.098726115,31,7.75,0,1,1,533333000,400000000,2010-12-01,2014-03-31,1216,9,7,2,2,4,"아주대학, 셀루메드, 리젠프라임","[4, 3, 3]",3,0,0,2,1,0,0,0.444444444,0.152402814,0.337301587,0.7,0.473684211,0.5,0.432098765,0.567901235,0.001156366,9,3,0.455654354,0.001025276,0.001459653,0.002219238,0.009109731,7,7,0,2,0,2,2,0,2,0,0,0,9,1,1,4,57,6.315780027,0,0
634,5.71E+22,1415129563,4224,2013,2013,22,Dynamic Chemical Communication between Plants and Bacteria through Airborne Signals: Induced Resistance by Bacterial Volatiles,10.1007/s10886-013-0317-9,https://www.semanticscholar.org/paper/406abe1cf28c5f10d4195147aed61dd13aca071f,JOURNAL OF CHEMICAL ECOLOGY,https://www.scimagojr.com/journalsearch.php?q=23342&tip=sid&clean=0,131,3,9,0.529411765,2.571428571,"Agricultural and Biological Sciences; Ecology, Evolution, Behavior and Systematics; Biochemistry, Genetics and Molecular Biology; Biochemistry; Medicine; Medicine (miscellaneous)","Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences; Medicine",Biochemistry Genetics and Molecular Biology; Agricultural and Biological Sciences; Medicine,"Ecology, Evolution, Behavior and Systematics; Biochemistry; Medicine (miscellaneous)",0.849786617,,50,"국가연구소대학교, 한국생명공학연구원, 퍼듀대학, 카이로대학",University of Science and Technology (UST); Korea Research Institute of Bioscience and Biotechnology; Purdue University; Faculty of Pharmacy,"국가연구소대학교, 한국생명공학연구원, 퍼듀대학, 카이로대학",국가연구소대학교; 한국생명공학연구원; 퍼듀대학; 카이로대학,M. Farag; Huiming Zhang; C. Ryu,"['mfarag', 'huimingzhang', 'cryu']",3,0,0.149681529,47,11.75,0,1,1,750000000,550000000,2010-04-01,2015-03-31,1825,5,6,2,3,7,"한국화학연구원, 동방아그로, 제노마인, 한국생명공학연구원","[5, 2, 3, 5]",4,0,1,1,0,2,0,0.625,0.195470006,0.502721088,0.818181818,0.652173913,0.75,0.552427686,0.447572314,0.010922642,85,21.25,0.526060747,0.001025276,0.001459653,0.002219238,0.006078188,7,7,0,4,2,2,3,1,2,1,1,0,11,1,1,4,228,25.26312011,5,0.554015792
634,5.71E+22,1415129567,4236,2013,2013,22,Development of Filtering Methods for PET Signals Contaminated by RF Pulses for Combined PET-MRI,10.1109/TNS.2013.2274075,https://www.semanticscholar.org/paper/412f79bf3c3f164b29a161c9adeac4c9409b0e6d,IEEE TRANSACTIONS ON NUCLEAR SCIENCE,https://www.scimagojr.com/journalsearch.php?q=17368&tip=sid&clean=0,134,3,5,0.294117647,2.5,Energy; Nuclear Energy and Engineering; Engineering; Electrical and Electronic Engineering; Physics and Astronomy; Nuclear and High Energy Physics,Physics and Astronomy; Energy; Engineering,Physics and Astronomy; Energy; Engineering,Nuclear Energy and Engineering; Electrical and Electronic Engineering; Nuclear and High Energy Physics,1,"This paper presents the development of filtering methods for positron emission tomography (PET) signals contaminated by radio frequency (RF) pulses for combined PET and clinical 3-T magnetic resonance imaging (MRI). The filtering methods include software, hardware, and hybrid correction methods. In the software correction method, PET signals are assessed, and valid signals are identified based on the characteristics of a typical PET signal using Field-Programmable Gate Array (FPGA)-based programming. The hardware correction method makes use of differential-to-single-ended and low-pass filter circuits for PET analog signals. The hybrid correction method involves the sequential application of both the hardware and software methods. Both valid and contaminated PET signals are measured with an oscilloscope. An evaluation is then made of the performance (energy resolution, photopeak channel, total counts, and coincidence timing resolution) of the PET detector modules with and without various MR sequences (gradient echo, spin echo T1 sequence). For all correction methods, the energy resolution, photopeak position, and coincidence timing resolution with MR sequences are similar (<; 3%) to those without MR sequences. However, the total count of each module depends greatly on the method applied. The hybrid correction method displays an ability to preserve (<; 1%) the total counts of the modules during various MR sequences. The results show that this filtering method, which can reject noise signals and reduce count loss while preserving the valid analog signals of MR sequences, is reliable and useful for the development of simultaneous PET-MRI.",33.33333333,"스탠포드대학, 한국과학기술원, 서강대학, 성균관대학삼성서울병원",Stanford University School of Medicine; Korea Advanced Institute of Science and Technology; Sogang University; Sungkyunkwan University,"스탠포드대학, 한국과학기술원, 서강대학, 성균관대학삼성서울병원",스탠포드대학; 한국과학기술원; 서강대학; 성균관대학,Y. Huh; Y. Choi; K. Hong; J. H. Jung; W. Hu; J. Kang; B. Min; S. Shin; H. K. Lim; M. Song; H. W. Park,"['yhuh', 'ychoi', 'khong', 'jhjung', 'whu', 'jkang', 'bmin', 'sshin', 'hklim', 'msong', 'hwpark']",11,0,0.203821656,64,16,0,1,2,720000000,540000000,2007-09-01,2014-06-30,2494,10,7,2,1,4,"서강대학, 아이솔테크놀러지","[4, 3]",2,0,0,1,1,0,0,0.5,0,0.5,0.75,0.666666667,0.75,0.95654321,0.04345679,0.005652621,44,22,0.43810428,0.001025276,0.001459653,0.002219238,0.010351759,2,2,0,6,0,6,2,0,2,4,0,4,8,1,1,7,8,0.886425267,1,0.110803158
634,5.71E+22,1415129569,4237,2013,2013,22,Characterization of Streptococcus pneumoniae N-Acetylglucosamine-6-Phosphate Deacetylase as a Novel Diagnostic Marker,10.1007/s12275-013-3451-8,https://www.semanticscholar.org/paper/301d98ebc2d7a01aeab74082cae272141666ed50,JOURNAL OF MICROBIOLOGY,https://www.scimagojr.com/journalsearch.php?q=20250&tip=sid&clean=0,321,2,2,0.117647059,2,Agricultural and Biological Sciences; Insect Science; Immunology and Microbiology; Immunology; Microbiology; Virology,Agricultural and Biological Sciences; Immunology and Microbiology,Agricultural and Biological Sciences; Immunology and Microbiology,Insect Science; Immunology; Microbiology; Virology,,,50,"한국기초과학지원연구원, 국가연구소대학교",Korea Basic Science Institute; University of Science Technology (UST),"한국기초과학지원연구원, 국가연구소대학교",한국기초과학지원연구원; 국가연구소대학교,Chi-Won Choi; Hee-Young An; Yong-Ju Lee; Y. Lee; S. Yun; E. C. Park; Yeonhee Hong; Gun-Hwa Kim; Jae-Eun Park; S. Baek; Hyun Sik Kim; Seung Il Kim,"['chiwonchoi', 'heeyoungan', 'yongjulee', 'ylee', 'syun', 'ecpark', 'yeonheehong', 'gunhwakim', 'jaeeunpark', 'sbaek', 'hyunsikkim', 'seungilkim']",12,0,0.10443038,33,16.5,0,0,1,990800000,495000000,2011-06-01,2016-05-31,1826,26,5,2,3,7,"한남대학, 알테오젠, 카이로드, 엘지생명과학, 한국기초과학지원연구원, 한올바이오파마","[4, 3, 3, 1, 5, 2]",6,1,1,2,1,1,0,0.777777778,,,0.5,0.5,0.5,0.447901235,0.552098765,0.005655527,44,7.333333333,0.447921986,0.001025276,0.001459653,0.002219238,0.018165548,1,1,0,4,2,2,4,2,2,0,0,0,5,1,1,3,5,0.554015792,0,0
628,5.71E+22,1415131249,4621,2013,2013,22,Computationally Efficient Single-Frequency Estimation Scheme in High-Rate WPAN Systems,10.1007/S11277-013-1027-X,https://www.semanticscholar.org/paper/15de727d1e74f2aab28946c0c5012513ab8f6855,WIRELESS PERSONAL COMMUNICATIONS,https://www.scimagojr.com/journalsearch.php?q=20725&tip=sid&clean=0,82,2,5,0.294117647,2.666666667,Computer Science; Computer Science Applications; Engineering; Electrical and Electronic Engineering,Engineering; Computer Science,Engineering; Computer Science,Computer Science Applications; Electrical and Electronic Engineering,0.727834473,,100,"세종대학, 전자부품연구원",Sejong University; Korea Electronics Technology Institute,"세종대학, 전자부품연구원",세종대학; 전자부품연구원,Won-Jae Shin; Jeong-Wook Seo; Y. You,"['wonjaeshin', 'jeongwookseo', 'yyou']",3,0,0.003164557,1,0.5,0,0,0,2014000000,1510000000,2012-11-01,2015-10-31,1094,26,12,2,3,7,"클레어픽셀, 누리봄, 라이프사이언스테크놀러지, 고려대학, 서울대학병원, 세종대학, 울산과학기술대학, 하이브모션, 전자부품연구원","[2, 3, 3, 4, 4, 4, 4, 3, 6]",9,0,1,3,4,0,1,0.666666667,0.611111111,0.666666667,0,0,0,0.369101886,0.630898114,0.036260769,282,31.33333333,0.508430789,0.001025276,0.001459653,0.002219238,0.001805954,3,3,0,17,11,6,17,11,6,0,0,0,20,1,1,2,2,0.221606317,0,0
2,1.21E+22,1415131700,5153,2013,2014,15,A wireless power transmission system for implantable devices in freely moving rodents,10.1007/s11517-014-1169-3,https://www.semanticscholar.org/paper/52bfaf45e797952548807012d03ec3fd05ed01f2,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,https://www.scimagojr.com/journalsearch.php?q=15847&tip=sid&clean=0,1184,1,10,0.588235294,2.272727273,Medicine; Medicine (miscellaneous),Medicine,Medicine,Medicine (miscellaneous),0.870013838,,33.33333333,"연세대학, 서울대학",Yonsei University College of Medicine; Seoul National University,"연세대학, 서울대학",연세대학; 서울대학,Kyungsik Eom; J. Jeong; T. H. Lee; Jinhyung Kim; Junghoon Kim; Sung Eun Lee; S. J. Kim,"['kyungsikeom', 'jjeong', 'thlee', 'jinhyungkim', 'junghoonkim', 'sungeunlee', 'sjkim']",7,1,0.401898734,127,63.5,2,2,2,613334000,460000000,2009-06-01,2014-05-31,1825,22,7,2,1,4,"서울대학, 알피니언메디칼시스템, 한국과학기술원","[4, 3, 4]",3,0,0,1,2,0,0,0.444444444,0.065192535,0.244848485,0.75,0.448275862,0.5,0.49074152,0.50925848,0.025440062,198,66,0.447386185,0.001025276,0.001459653,0.002219238,0.001787195,11,11,0,11,6,5,8,3,5,3,3,0,22,1,1,5,30,4.060058497,3,0.40600585
2,1.21E+22,1415131710,5179,2013,2013,15,Comparison of Expression of Inflammatory Cytokines in the Spinal Cord Between Young Adult and Aged Beagle Dogs,10.1007/s10571-013-9915-x,https://www.semanticscholar.org/paper/559a16477a0dd0236fb432d19d4bbeea1a48917f,CELLULAR AND MOLECULAR NEUROBIOLOGY,https://www.scimagojr.com/journalsearch.php?q=14840&tip=sid&clean=0,104,3,5,0.294117647,1.833333333,"Biochemistry, Genetics and Molecular Biology; Cell Biology; Medicine; Medicine (miscellaneous); Neuroscience; Cellular and Molecular Neuroscience","Biochemistry, Genetics and Molecular Biology; Neuroscience; Medicine",Biochemistry Genetics and Molecular Biology; Neuroscience; Medicine,Cell Biology; Medicine (miscellaneous); Cellular and Molecular Neuroscience,0.812233561,,100,"가천대학, 대구대학, 한림대학, 서울대학, 강원대학, 김천대학",Gachon University; Daegu University; Hallym University; Seoul National University; Kangwon National University; Gimcheon University,"가천대학, 대구대학, 한림대학, 서울대학, 강원대학, 김천대학",가천대학; 대구대학; 한림대학; 서울대학; 강원대학; 김천대학,D. Lee; J. Ahn; J. Park; B. Yan; Jeong-Hwi Cho; I. Kim; Jae-Chul Lee; Sang-hun Jang; Myoung-hyo Lee; I. Hwang; S. Moon; Bonghee Lee; J. Cho; Hyung-Cheul Shin; Jin Sang Kim; M. Won,"['dlee', 'jahn', 'jpark', 'byan', 'jeonghwicho', 'ikim', 'jaechullee', 'sanghunjang', 'myounghyolee', 'ihwang', 'smoon', 'bongheelee', 'jcho', 'hyungcheulshin', 'jinsangkim', 'mwon']",16,0,0.423076923,132,22,1,2,2,666790000,500000000,2009-06-01,2014-05-31,1825,25,7,2,3,4,"한림대학, 서울대학병원, 아이엠바이오","[4, 4, 3]",3,0,0,1,2,0,0,0.444444444,0.242651721,0.34468254,0.846153846,0.636363636,0.666666667,0.570247934,0.429752066,0.001284852,10,3.333333333,0.448238931,0.001025276,0.001459653,0.002219238,0.014922737,6,6,0,12,8,4,12,8,4,0,0,0,18,1,1,5,9,0.997228425,0,0
